"Date","aluminum","ammonium ion","antimony","arsenic","barium","bromine","cadmium","calcium","chlorine","chromium","cobalt","copper","elemental carbon","iron","lead","magnesium","manganese","nickel","organic carbon","potassium ion","selenium","silicon","sodium","sulfur","titanium","total nitrate","vanadium","zinc"
"2001-04-19",0.0041,1.07,0.002,0.001,0.028,0.0052,0,0.0457,0.0076,0,0,0.00352,NA,0.105,0.0045,0,0.0021,0.017,NA,0.018,0,0.0954,0.052,0.845,0.0046,1.25,0.00511,0.028
"2001-04-22",NA,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,3.02,NA,NA
"2001-04-25",0.0149,0.844,0,0,0.038,0.00263,0.002,0.0437,0,0,0,0.00253,NA,0.11,0.0037,0.001,0.0019,0.0111,NA,0.021,0,0.102,0.045,0.783,0.0049,0.498,0.00342,0.0113
"2001-04-28",0.0244,0.688,0.001,0.001,0.027,0.00272,0.001,0.0567,0,0.003,0,0.00183,NA,0.101,0.0046,0.0113,0.0014,0.0068,NA,0.037,0,0.172,0.019,0.659,0.006,0.378,0.0022,0.0122
"2001-05-01",0.0447,3.33,0.005,0.0019,0.018,0.0114,0,0.126,0.0085,0.00155,0,0.00619,NA,0.273,0.0146,0,0.0053,0.0259,NA,0.048,0.002,0.322,0,2.18,0.0152,3.53,0.011,0.0382
"2001-05-04",0.0188,6.21,0,0.0019,0.038,0.0102,0.002,0.121,0,0.00127,0,0.00661,NA,0.242,0.0089,0.0211,0.0045,0.014,NA,0.026,0.002,0.419,0,4.09,0.0157,1.18,0.00713,0.0221
"2001-05-07",0.009,0.384,0,0,0.029,0.00197,0,0.0638,0.0138,0.00089,0,0.00389,NA,0.0946,0.0039,0.006,0.001,0.00553,NA,0.01,0,0.136,0.232,0.432,0.0061,0.939,0.00263,0.00854
"2001-05-10",0.0531,1.75,0.006,0.001,0.022,0.00553,0,0.125,0,0.00089,0,0.00751,NA,0.276,0.0107,0,0.0038,0.0165,NA,0.039,0.001,0.35,0,1.63,0.016,1.17,0.00807,0.0455
"2001-05-13",0.0155,0.247,0.004,0,0.026,0.00211,0,0.0275,0,0,0,0,NA,0.0576,0.002,0.0113,0.001,0.00394,NA,0.049,0,0.102,0.044,0.282,0.0044,0.193,0.00192,0.011
"2001-05-16",0,0.768,0,0,0.02,0.00145,0,0.0348,0,8e-04,0,0.00183,NA,0.0741,0.0034,0.0173,0.0019,0.00647,NA,0,0,0.204,0.132,0.786,0.005,0.638,0.00385,0.0145
"2001-05-19",0,5.21,0,0,0.005,0.00446,0.002,0.0498,0,0,0,0.0053,NA,0.141,0.0089,0.0114,0.0031,0.013,NA,0.072,0.001,0.12,0.098,3.17,0.0061,6.85,0.00811,0.0329
"2001-05-22",0,0.122,0.001,0.001,0.019,0.00202,0,0.0217,0,0.001,0,0.001,NA,0.0529,0.001,0.0129,0,0.00577,NA,0.044,0.001,0.0809,0.159,0.345,0.0034,0.48,0.00169,0.00919
"2001-05-25",0,0.767,0,0,0.022,0.00375,0,0.0337,0.161,0.001,0,0.00159,NA,0.0751,0.002,0.0098,0.0016,0.00755,NA,0.043,0,0.106,0.161,0.761,0.0043,0.956,0.00291,0.00957
"2001-05-28",0,2.44,0.006,0.001,0.027,0.00441,0,0.0288,0,0,0,0.00277,NA,0.0653,0.0043,0.0129,0.001,0.00887,NA,0.039,0.001,0.0517,0.158,1.79,0.0032,2.55,0.00586,0.0108
"2001-05-31",0.0145,0.231,0.001,0,0.01,0.00103,0,0.0404,0,0.001,0,0.00188,NA,0.0755,0.003,0,0.001,0.00544,NA,0.016,0,0.105,0.102,0.257,0.0046,0.208,0.00169,0.0194
"2001-06-03",0,1.76,0.002,0.0011,0.008,0.00244,0.001,0.0307,0,0,0,0.00108,NA,0.0515,0.0058,0,0.001,0.0084,NA,0.029,0.001,0.119,0.032,1.47,0.0023,1.29,0.00629,0.00863
"2001-06-06",0,1.16,0.001,0.0022,0.011,0.00124,0.001,0.0313,0,0,0,0.0031,NA,0.103,0.002,0.007,0.0019,0.00778,NA,0.026,0,0.249,0.023,1.16,0.0056,0.317,0.00167,0.0222
"2001-06-09",0.0131,0.382,0,0,0.022,0.00174,0.001,0.0474,0,0,0,0.00225,NA,0.0993,0.0037,0,0.0013,0.00948,NA,0.028,0,0.104,0,0.366,0.0051,0.348,0.00413,0.0143
"2001-06-12",0,3.34,0,0,0.035,0.00267,0,0.0301,0,0,0,0.00216,NA,0.0984,0.0032,0,0.0017,0.00783,NA,0.022,0,0.0973,0.057,2.68,0.0053,2.16,0.00436,0.0187
"2001-06-15",0.0502,3.24,0.002,0.0019,0.021,0.00506,0.001,0.074,0.003,0,0,0.00277,NA,0.206,0.004,0,0.0024,0.0132,NA,0.055,0.001,0.367,0.003,2.69,0.0154,2.66,0.00573,0.0239
"2001-06-19",0,2.5,0.004,0.001,0.024,0.00544,0.002,0.0545,0.001,0,0,0.00685,NA,0.165,0.0056,0,0.0022,0.0218,NA,0.03,0.003,0.137,0.121,2.31,0.0094,1.64,0.0153,0.0266
"2001-06-21",0,3.48,0.0096,0.0013,0.036,0.00408,0.001,0.0436,0.004,0,0,0.00277,NA,0.104,0.001,0,0.0018,0.00919,NA,0.042,0.002,0.137,0.047,2.89,0.0066,2.54,0.0046,0.0176
"2001-09-04",0.018,2.57,0.001,0.001,0.032,0.0113,0,0.045,0,0,0.00141,0.00422,NA,0.149,0.0069,0,0.00371,0.0193,NA,0.044,0.00305,0.233,0.055,2.1,0.0072,1.77,0.0112,0.0356
"2001-09-10",0.011,0.463,0,0.00103,0.0064,0.00133,0,0.0537,0,0.00091,0.00144,0,NA,0.101,0.00146,0.0094,0.00155,0.0163,NA,0.029,0.00043,0.0777,0.012,0.733,0.00239,0.406,0.00557,0.0155
"2001-09-19",0,1.5,0.007,0,0.027,0.00319,0,0.0751,0.0051,0.00084,0,0.00516,NA,0.184,0.0087,0,0.0026,0.0135,NA,0.033,0.001,0.131,0.023,1.76,0.0084,1.91,0.00591,0.0357
"2001-09-22",0,5.69,0.007,0.0021,0.037,0.0131,0.001,0.033,0.004,0.001,0,0.0122,NA,0.137,0.0222,0,0.0021,0.0147,NA,0.048,0.006,0.105,0,3.55,0.0063,5.95,0.0114,0.0557
"2001-10-01",0,0.196,0,0,0.027,0.00188,0,0.0457,0.0053,0,0,0.00399,NA,0.198,0.0059,0,0.0027,0.0155,NA,0,0.001,0.067,0.061,0.33,0.0065,0.568,0.00375,0.0384
"2001-10-04",0.0078,4.24,0.004,0.0012,0,0.00821,0.001,0.108,0,0,0,0.00938,NA,0.237,0.0151,0,0.007,0.0222,NA,0.086,0.004,0.206,0.015,3.42,0.0102,3.76,0.0133,0.0437
"2001-10-07",0,0.146,0.004,0,0.006,0.00178,0.001,0.0256,0,0,0,0.00183,NA,0.039,0.0054,0.0079,0.001,0.00605,NA,0.01,0,0.0319,0.09,0.347,0.0036,0.234,0.00098,0.0202
"2001-10-10",0.0352,0.656,0,0,0.0087,0.0056,0.002,0.0802,0.016,0.0012,0.00248,0.00434,NA,0.199,0.00813,0,0.0056,0.0229,NA,0.029,0.00387,0.12,0,0.956,0.00656,1.79,0.0101,0.0433
"2001-10-13",0.0167,1.91,0.008,0.00041,0.0119,0.00758,0.001,0.0818,0.0197,0.00078,0.00151,0.00588,NA,0.189,0.00901,0,0.00434,0.0168,NA,0,0.00196,0.128,0,1.79,0.0051,3.64,0.0105,0.044
"2001-10-16",0.021,0.68,0,0,0.03,0.00352,0.001,0.048,0,0.00108,0.00197,0.00432,NA,0.15,0.005,0,0.00413,0.0114,NA,0.052,0.00178,0.0515,0.044,0.943,0.005,0.944,0.00333,0.0266
"2001-10-19",0.035,1.33,0.0104,0.0026,0.039,0.00727,0,0.092,0,0.001,0.0022,0.0101,NA,0.267,0.0147,0,0.00628,0.0387,NA,0.055,0.00159,0.117,0,1.04,0.0082,2.26,0.0189,0.0727
"2001-10-22",0.02,1.83,0.001,0.00132,0.0096,0.00529,0.001,0.0592,0.0051,8e-04,0.00145,0.00262,NA,0.126,0.00912,0,0.00233,0.0118,NA,0.031,0.00215,0.117,0,1.67,0.00346,2.99,0.00693,0.0373
"2001-10-25",0.023,0.503,0.003,0.0016,0.042,0.0022,0,0.07,0,0,8e-04,0.00267,NA,0.127,0.002,0.023,0.003,0.00816,NA,0,0.001,0.117,0.08,0.942,0.0037,0.851,0.00474,0.0151
"2001-10-28",0.006,0.192,0,0.0015,0.02,0.00094,0,0.043,0,0,0.0023,0.00356,NA,0.0569,0.0061,0.018,0.00141,0.0234,NA,0.03,0.001,0.0574,0.113,0.315,0.0019,0.323,0.00474,0.061
"2001-10-31",0.0152,0.456,0.003,0.001,0.024,0.00347,0,0.0685,0.0063,0,0,0.00398,NA,0.181,0.0067,0,0.0023,0.0222,NA,0,0.001,0.0942,0.034,0.598,0.008,0.872,0.00455,0.0372
"2001-11-03",0.0044,0.455,0.003,0,0.017,0.00328,0,0.0798,0.002,0,0,0.0054,NA,0.112,0.0047,0.0222,0.0016,0.0114,NA,0.033,0,0.0731,0.086,0.711,0.005,1.09,0.00521,0.0301
"2001-11-06",0,0.287,0.0082,0,0.012,0.001,0,0.0347,0,0,0,0.00164,NA,0.0782,0.0031,0,0.001,0.0195,NA,0,0.001,0.0596,0,0.38,0.003,0.235,0.00319,0.0391
"2001-11-09",0.0048,0.905,0.006,0,0.03,0.00131,0,0.049,0.002,0.00117,0,0.00263,NA,0.0942,0.0066,0,0.0017,0.0189,NA,0.021,0,0.0684,0.077,0.926,0.0045,1.66,0.00403,0.035
"2001-11-12",0.015,0.59,0.0069,0.0019,0.04,0.00192,0.002,0.042,0,0.00094,0.00188,0.003,NA,0.0798,0.0059,0.008,0.001,0.0221,NA,0,0.001,0.054,0.118,0.628,0.0025,0.898,0.00375,0.0436
"2001-11-15",0.049,4.52,0.002,0.0042,0.069,0.0174,0,0.103,0.0208,0.00178,0.00292,0.0135,NA,0.272,0.0507,0,0.0086,0.0299,NA,0.113,0.00705,0.187,0.048,2.37,0.0078,6.74,0.0093,0.0692
"2001-11-18",0.032,1.72,0,0.0013,0.036,0.00844,0,0.07,0.0432,0.001,0.00319,0.00258,NA,0.129,0.0082,0.008,0.00267,0.0493,NA,0.059,0.00342,0.109,0.241,1.36,0.006,3.11,0.0133,0.0319
"2001-11-21",0.0219,0.958,0,0,0.0106,0.00367,0.0037,0.0603,0.44,0.00112,0.00297,0.00363,NA,0.111,0.0145,0.0253,0.0023,0.0359,NA,0.029,0.00342,0.108,0,0.789,0.00189,2.51,0.00765,0.0718
"2001-11-24",0,2.18,0.004,0.0014,0.031,0.00835,0,0.0542,0.304,0,0,0.0038,NA,0.146,0.0056,0.004,0.0015,0.0264,NA,0.037,0.002,0.0696,0.143,1.51,0.0068,3.16,0.00713,0.0482
"2001-11-27",0.012,1.83,0.003,0.001,0.056,0.00225,0.001,0.056,0.0104,0.001,0.003,0.00441,NA,0.191,0.0061,0,0.00361,0.0394,NA,0.02,0.00103,0.0667,0.064,1.05,0.0023,3.47,0.00924,0.0561
"2001-11-30",0,2.19,0.003,0,0.02,0.00436,0.001,0.052,0,0.001,0.00141,0.00371,NA,0.155,0.0055,0,0.00258,0.0139,NA,0.048,0,0.0452,0.15,1.78,0.0057,1.66,0.0116,0.0274
"2001-12-03",0.0063,3.63,0.002,0,0.028,0.0075,0.004,0.109,0.0614,0,0,0.00605,NA,0.308,0.0125,0.0151,0.0045,0.0491,NA,0.064,0.003,0.115,0.069,1.82,0.0134,6,0.014,0.0762
"2001-12-06",0.0345,1.26,0.016,0,0.009,0.01,0.002,0.0904,0.0027,0.0017,0.00147,0.0043,NA,0.204,0.0131,0,0.00613,0.0188,NA,0.053,0.00562,0.188,0,1.37,0.00624,1.59,0.00634,0.0568
"2001-12-09",0.0053,1.1,0.008,0,0.004,0.00218,0,0.0288,0.0312,0,0.00215,0.00276,NA,0.0497,0.00609,0,0.0012,0.0307,NA,0.053,8e-04,0.0515,0,0.818,0.00099,1.75,0.00521,0.046
"2001-12-12",0,2.44,0.005,0.0012,0.018,0.00586,0,0.0511,0.0445,0,0,0.0023,NA,0.1,0.0079,0,0.0017,0.0206,NA,0.063,0.002,0.0576,0.087,1.69,0.0042,2.73,0.00619,0.0394
"2001-12-15",0.003,0.502,0,0,0.022,0,0,0.021,0.002,0.001,0.00089,0.00155,NA,0.0434,0.004,0.017,0.00103,0.0169,NA,0.034,0,0.0383,0.041,0.463,0.0024,0.444,0.00352,0.0231
"2001-12-18",0,0.732,0,0,0.014,0.00291,0,0.0299,0.001,0.00094,0,0.00084,NA,0.0852,0.0035,0.004,0,0.0272,NA,0,0.001,0.0507,0,0.674,0.0028,0.945,0.00586,0.0241
"2001-12-21",0.005,0.509,0.005,0.001,0.038,0.00112,0,0.026,0.002,0,0.00084,0.00117,NA,0.0519,0.002,0.009,0.00098,0.0177,NA,0,0,0.0336,0.082,0.445,0.0029,0.348,0.00324,0.0229
"2001-12-24",0.0069,1.82,0.003,0.00077,0.0063,0.00488,0.001,0.0328,0.0126,0,0.00152,0.00264,NA,0.0788,0.00553,0,0.00098,0.026,NA,0,0.00161,0.0856,0,1.24,0.001,3.02,0.00504,0.0346
"2001-12-27",0.003,2.22,0.005,0,0.023,0.00469,0,0.0389,0.003,0.001,0,0.0015,NA,0.0678,0.006,0.0125,0.001,0.0176,NA,0,0.003,0.0584,0.07,1.3,0.0028,3.69,0.00328,0.0209
"2001-12-30",0,1.66,0.001,9e-04,0.0098,0.0038,0.003,0.032,0.0037,0.0019,0.00062,0.003,NA,0.0443,0.0039,0,0.00132,0.0135,NA,0,0.001,0.0672,0.088,0.999,0,3.14,0.001,0.018
"2002-01-02",0,1.17,0.001,0,0.04,0.00403,0.001,0.0432,0.001,0.001,0,0.00206,NA,0.0861,0.0046,0.006,0.0014,0.0251,NA,0,0.001,0.0426,0.086,0.937,0.005,1.53,0.00473,0.0313
"2002-01-05",0.0307,3.64,0.008,0.00082,0.0073,0.00607,0.003,0.0845,0.0229,0.00166,0.00203,0.00309,NA,0.123,0.0135,0,0.00452,0.0299,NA,0.063,0.0056,0.174,0,1.49,0.00292,7.32,0.00477,0.0507
"2002-01-11",0,1.55,0,0.00124,0.0102,0.00351,0.002,0.0481,0.0064,0.00089,0.00213,0.00314,NA,0.0926,0.00534,0,0.00256,0.0257,NA,0.056,0.00142,0.0613,0,0.946,0.00258,2.97,0.00399,0.0499
"2002-01-14",0.012,1.49,0,0.0013,0.03,0.00473,0.001,0.051,0.119,0.001,0.00183,0.00469,NA,0.13,0.0081,0.011,0.00234,0.0324,NA,0,0.00136,0.063,0.096,0.862,0.0051,2.94,0.00656,0.0519
"2002-01-17",0.007,2.95,0.0065,0.001,0.014,0.0038,0.001,0.052,0.002,0.00192,0.00112,0.00216,NA,0.125,0.0061,0,0.00366,0.0345,NA,0,0.00131,0.0568,0.086,1.57,0.0068,5.12,0.00717,0.0395
"2002-01-20",0.004,2.83,0.005,0.0021,0.01,0.00328,0.001,0.041,0.0151,0.001,0.0015,0.00206,NA,0.0627,0.0066,0.003,0.00173,0.0302,NA,0,0.00127,0.0383,0.14,1.47,0.0047,5.15,0.00657,0.0323
"2002-01-23",0.0272,2.39,0.006,0.00104,0.003,0.011,0.004,0.0565,0.476,0.00093,0.00368,0.00351,NA,0.15,0.00631,0,0.00514,0.0547,NA,0,0.00294,0.104,0,1.31,0.0055,3.86,0.0116,0.0452
"2002-01-26",0,1.65,0,0.0011,0.012,0.00441,0,0.0552,0.02,0.00094,0,0.00422,NA,0.09,0.0067,0,0.0016,0.0269,NA,0,0.003,0.105,0.029,0.813,0.0066,2.96,0.00647,0.0377
"2002-01-29",0.024,3.15,0.003,0.0013,0.029,0.0198,0,0.067,0,0.001,0.00192,0.0091,NA,0.195,0.0102,0,0.00398,0.0323,NA,0.079,0.00357,0.0941,0,1.98,0.0082,3.26,0.0133,0.0777
"2002-02-01",0,1.01,0.008,0,0.001,0.00127,0.001,0.0321,0.0039,0.00082,0.00252,0.00249,NA,0.105,0.00446,0,0.0027,0.0268,NA,0,0.00051,0.0653,0,0.99,0.00106,0.839,0.00451,0.0472
"2002-02-04",0.0062,2.12,0.004,0.00066,0.0067,0.00516,0,0.0512,0.0105,0.00091,0.0031,0.00259,NA,0.104,0.0337,0,0.00292,0.0381,NA,0,0.00167,0.08,0,1.07,0.00398,3.8,0.00598,0.0627
"2002-02-07",0,5.53,0,0.0029,0.0154,0.0168,0.001,0.107,1.61,0.0013,0.0032,0.014,NA,0.259,0.02,0,0,0.0722,NA,0.061,0.008,0.204,0.185,1.97,0.005,8.63,0.0161,0.115
"2002-02-10",0.002,1.21,0.003,0,0.019,0.00708,0,0.0378,0.511,0,0,0.00164,NA,0.0653,0.002,0.0175,0,0.0218,NA,0,0,0.0305,0.093,0.896,0.0042,1.21,0.00473,0.0195
"2002-02-13",0.006,0.831,0.002,0.0017,0.018,0.00183,0.004,0.0351,0.0051,0,0,0.001,NA,0.0608,0.002,0.0177,0.001,0.021,NA,0,0.001,0.0451,0.067,0.65,0.0045,1.05,0.00459,0.0242
"2002-02-16",0.008,2.91,0.003,0,0.024,0.0128,0,0.0647,0.0824,8e-04,0,0.00563,NA,0.136,0.0261,0,0.0028,0.0373,NA,0.106,0.005,0.0895,0,1.45,0.0069,5.12,0.0136,0.184
"2002-02-19",0.024,2.05,0.001,0,0.04,0.00492,0,0.091,0.0556,0.00094,0.00371,0.00511,NA,0.225,0.0092,0.013,0.00356,0.0569,NA,0.062,0.0022,0.102,0.109,0.896,0.0082,4.14,0.0136,0.0722
"2002-02-22",0,1.5,0.005,0,0.034,0.00488,0.002,0.0275,0.001,0,0,0.00483,NA,0.0659,0.0284,0.0114,0.001,0.0109,NA,0,0.001,0.0564,0.023,1.13,0.0041,1.65,0.00206,0.0163
"2002-02-25",0.01,1.9,0.003,0,0.03,0.00563,0.001,0.062,0.0062,0.001,0.0022,0.00328,NA,0.127,0.008,0,0.00333,0.0412,NA,0,0.00197,0.0906,0.167,1.12,0.0044,2.98,0.0134,0.041
"2002-02-28",0,0.849,0.007,9e-04,0.009,0.00126,0,0.035,0.0051,0.001,0.00122,0.004,NA,0.0625,0.0031,0,0,0.015,NA,0,0,0.087,0,0.607,0,1.08,0.0024,0.018
"2002-03-03",0,1.35,0,0,0,0.00346,0,0.0341,0.0224,0.001,0.00126,0.00065,NA,0.0743,0.00382,0.0177,0.00116,0.0164,NA,0,5e-04,0.0668,0.198,1.09,0.00171,1.62,0.0048,0.0248
"2002-03-06",0.0461,3.03,0.005,0.00129,0.0053,0.00832,0.004,0.0989,0.0289,0.00125,0.00373,0.00394,NA,0.174,0.00945,0,0.005,0.0532,NA,0.063,0.00334,0.167,0,1.38,0.00615,4.93,0.0129,0.063
"2002-03-09",0,2.06,0,0,0.0087,0.00349,0.005,0.055,0.0038,0.001,0.00106,0.004,NA,0.0698,0.0031,0,0,0.0199,NA,0,0,0.0804,0.25,1.51,0.003,2.05,0.0071,0.028
"2002-03-12",0.0161,3.16,0.003,0.001,0.036,0.00708,0.001,0.0956,0.472,0.001,0,0.00267,NA,0.213,0.0087,0,0.0035,0.0458,NA,0,0,0.117,0,1.4,0.0096,5.2,0.0109,0.0659
"2002-03-15",0,6.85,0,0.0013,0.0099,0.00736,0,0.057,0.486,0.0013,0.00097,0.009,NA,0.159,0.0068,0,0,0.0217,NA,0,0.002,0.22,0.196,3.02,0.009,8.69,0.0107,0.036
"2002-03-18",0.01,0.963,0.003,0.001,0.015,0.0111,0,0.036,0.0309,0.001,0.00141,0.00211,NA,0.0713,0.0026,0.005,0.00141,0.0215,NA,0,0,0.0517,0.184,0.698,0.0048,1.35,0.00436,0.0329
"2002-03-21",0.008,2.25,0.006,0,0.021,0.00295,0,0.05,0.001,0.00098,0.00103,0.00342,NA,0.109,0.0184,0.027,0.00422,0.0245,NA,0,0,0.0757,0.01,1.42,0.0061,2.68,0.00516,0.045
"2002-03-24",0.0092,2.58,0.007,0.0018,0.025,0.00577,0,0.0752,0.0231,0,0,0.00141,NA,0.103,0.023,0,0.0018,0.0283,NA,0.031,0.002,0.105,0,1.17,0.0079,5.02,0.0075,0.0436
"2002-03-27",0,1.68,0,0.00113,0.003,0.00328,0.0037,0.0422,0,0.00098,0.00184,0.0029,NA,0.0793,0.00319,0,0.00224,0.0255,NA,0,0.00041,0.06,0,1.27,0.00268,1.73,0.00378,0.0489
"2002-04-03",0.0094,2.36,0,7e-04,0.0116,0.00379,0,0.0728,0.0082,0.0012,0.00102,0.00147,NA,0.126,0.00306,0.002,0.00394,0.0163,NA,0,0.00121,0.123,0.138,1.67,0.00262,2.35,0.00722,0.0361
"2002-04-05",0.011,1.34,0,0.0016,0.025,0.00417,0,0.076,0.005,0.001,0.00075,0.00272,NA,0.074,0.0036,0.007,0.001,0.0191,NA,0,0.00131,0.116,0.025,0.957,0.0036,1.28,0.00403,0.0355
"2002-04-08",0.0296,2.19,0.005,0,0.028,0.00614,0.002,0.0941,0.0921,0,0,0.00342,NA,0.162,0.0073,0.0151,0.0016,0.029,NA,0.091,0.001,0.182,0.236,1.35,0.0092,2.22,0.00755,0.027
"2002-04-11",0.0064,1.28,0,0,0.028,0.00403,0.001,0.0589,0.0258,0,0,0.00239,NA,0.108,0.0039,0,0.0016,0.00985,NA,0.054,0,0.111,0.136,1.07,0.0124,0.959,0.00324,0.0278
"2002-04-14",0.0077,1.8,0.002,0,0.036,0.00272,0,0.0319,0.0097,0,0,0.00155,NA,0.0702,0.0033,0.0114,0.001,0.00915,NA,0.046,0.001,0.0527,0.103,1.04,0.0046,2.58,0.0045,0.0138
